id,value1,value2
4073,88,97,16
4074,14,19,33
4075,8,19,82
4076,28,48,44
4077,50,79,55
4078,96,24,41
4079,89,71,7
4080,24,51,30
4081,52,50,97
4082,97,4,6
4083,26,67,19
4084,55,21,36
4085,3,46,9
4086,89,99,37
4087,49,19,93
4088,33,37,72
4089,87,76,36
4090,17,40,92
4091,79,51,98
4092,13,22,48
4093,11,63,62
4094,44,7,87
4095,66,36,25
4096,44,71,46
4097,46,82,100
4098,4,70,100
4099,9,8,51
4100,63,22,55
4101,87,98,10
4102,75,31,73
4103,97,67,13
4104,17,55,80
4105,51,94,73
4106,22,20,80
4107,67,70,12
4108,40,46,25
4109,14,84,33
4110,96,21,6
4111,72,62,53
4112,92,60,60
4113,1,71,81
4114,40,68,36
4115,84,47,87
4116,4,8,30
4117,10,65,87
4118,16,12,79
4119,96,13,49
4120,44,84,15
4121,78,88,14
4122,76,65,22
4123,72,83,80
4124,4,23,55
4125,84,76,77
4126,55,26,39
4127,17,46,60
4128,67,98,19
4129,37,77,87
4130,59,14,61
4131,67,23,42
4132,56,13,10
4133,74,41,7
4134,52,56,27
4135,81,42,88
4136,39,3,26
4137,24,59,6
4138,32,54,58
4139,10,63,87
4140,93,16,62
4141,32,77,19
4142,75,100,66
4143,79,8,34
4144,39,45,100
4145,4,50,64
4146,77,28,69
4147,74,89,73
4148,84,93,6
4149,67,69,40
4150,49,42,14
4151,55,50,73
4152,98,65,59
4153,90,29,75
4154,6,28,72
4155,3,5,31
4156,35,93,52
4157,2,34,31
4158,40,1,60
4159,38,72,84
4160,95,72,91
4161,62,77,86
4162,63,75,78
4163,93,24,21
4164,37,35,3
4165,34,55,36
4166,77,5,76
4167,4,57,29
4168,5,95,72
4169,29,40,20
4170,53,50,92
4171,69,57,52
4172,12,68,65
4173,4,67,71
4174,30,81,65
4175,65,60,96
4176,97,73,36
4177,4,94,8
4178,28,84,76
4179,24,3,75
4180,89,19,38
4181,72,6,3
4182,49,14,50
4183,46,50,99
4184,89,35,77
4185,73,75,30
4186,70,28,65
4187,13,46,32
4188,96,1,51
4189,6,28,17
4190,33,41,85
4191,28,91,40
4192,61,47,46
4193,77,72,6
4194,15,32,30
4195,99,33,6
4196,62,88,8
4197,51,16,22
4198,56,92,57
4199,67,40,53
4200,26,93,66
4201,25,95,76
4202,84,98,75
4203,89,6,75
4204,18,77,51
4205,76,65,58
4206,75,80,1
4207,33,14,20
4208,35,73,1
4209,4,58,46
4210,38,59,20
4211,45,31,13
4212,81,71,63
4213,60,31,77
4214,66,38,80
4215,3,3,38
4216,25,87,96
4217,13,63,51
4218,37,20,53
4219,100,73,69
4220,9,62,90
4221,19,11,25
4222,44,83,25
4223,35,49,29
4224,89,99,72
4225,15,13,22
4226,27,93,25
4227,92,16,92
4228,75,56,11
4229,95,57,84
4230,26,46,80
4231,51,100,31
4232,78,10,20
4233,75,69,69
4234,80,13,25
4235,27,42,57
4236,4,12,69
4237,24,66,58
4238,7,36,84
4239,8,75,91
4240,76,97,80
4241,4,43,57
4242,59,6,100
4243,57,8,58
4244,42,20,13
4245,18,9,56
4246,76,40,78
4247,14,1,12
4248,28,92,27
4249,4,2,57
4250,83,86,21
4251,37,41,38
4252,87,88,37
4253,80,92,78
4254,99,18,58
4255,6,17,96
4256,86,86,36
4257,69,50,4
4258,19,57,16
4259,57,79,79
4260,12,81,87
4261,1,73,30
4262,72,46,41
4263,34,79,5
4264,50,51,94
4265,30,16,88
4266,20,15,33
4267,38,29,66
4268,86,86,66
4269,85,23,44
4270,6,13,53
4271,36,30,82
4272,6,10,7
4273,89,8,25
4274,80,57,64
4275,99,24,84
4276,91,83,71
4277,78,41,27
4278,65,95,8
4279,48,33,73
4280,7,97,59
4281,11,50,11
4282,92,95,88
4283,21,96,27
4284,63,40,72
4285,61,14,18
4286,95,52,20
4287,29,69,47
4288,30,22,27
4289,72,53,86
4290,82,5,68
4291,27,41,16
4292,29,93,63
4293,95,61,46
4294,51,56,20
4295,94,41,19
4296,17,3,27
4297,98,36,29
4298,46,59,27
4299,92,69,53
4300,75,22,18
4301,96,94,25
4302,9,53,17
4303,47,62,27
4304,50,10,54
4305,57,85,34
4306,32,97,97
4307,98,16,90
4308,69,58,97
4309,51,51,42
4310,75,3,97
4311,69,29,94
4312,37,83,53
4313,49,23,41
4314,82,97,16
4315,76,44,90
4316,22,86,19
4317,94,37,30
4318,73,47,24
4319,83,49,48
4320,68,42,34
4321,71,88,25
4322,73,45,23
4323,63,46,84
4324,31,63,9
4325,90,64,61
4326,92,75,3
4327,23,7,84
4328,75,66,52
4329,74,31,8
4330,57,23,84
4331,84,63,20
4332,93,93,8
4333,16,45,11
4334,47,67,97
4335,39,9,58
4336,32,59,11
4337,6,4,33
4338,51,18,67
4339,42,4,35
4340,37,1,11
4341,67,28,76
4342,93,33,65
4343,15,23,57
4344,37,74,75
4345,67,32,84
4346,65,24,65
4347,46,59,78
4348,14,18,2
4349,71,26,21
4350,18,10,1
4351,19,47,26
4352,93,56,28
4353,84,54,18
4354,20,57,18
4355,14,32,26
4356,72,70,23
4357,5,30,49
4358,25,29,40
4359,93,58,80
4360,94,26,85
4361,81,35,40
4362,76,33,34
4363,22,91,48
4364,12,80,18
4365,87,86,65
4366,73,57,73
4367,76,51,53
4368,47,23,43
4369,88,76,82
4370,37,43,26
4371,19,46,57
4372,42,6,27
4373,55,64,35
4374,38,69,98
4375,31,99,81
4376,3,62,9
4377,79,35,96
4378,68,88,62
4379,84,3,89
4380,27,3,83
4381,35,64,6
4382,87,37,19
4383,84,31,8
4384,13,52,58
4385,89,81,46
4386,98,81,96
4387,59,78,57
4388,31,14,23
4389,17,100,16
4390,98,41,72
4391,13,74,77
4392,71,80,13
4393,16,53,35
4394,90,33,7
4395,87,50,41
4396,21,83,2
4397,43,84,17
4398,38,79,69
4399,49,44,29
4400,27,86,18
4401,18,83,66
4402,90,70,39
4403,30,38,54
4404,36,8,17
4405,60,86,54
4406,57,81,60
4407,69,22,18
4408,39,11,82
4409,92,41,74
4410,14,58,76
4411,87,99,41
4412,30,87,76
4413,68,71,26
4414,67,99,51
4415,34,26,27
4416,38,7,33
4417,54,66,71
4418,36,64,15
4419,84,43,16
4420,32,31,90
4421,58,14,31
4422,42,89,8
4423,88,78,31
4424,6,34,59
4425,36,67,1
4426,50,89,79
4427,45,53,23
4428,5,7,45
4429,93,89,52
4430,14,55,93
4431,15,34,5
4432,26,91,62
4433,27,40,46
4434,47,32,52
4435,55,96,98
4436,55,23,47
4437,7,36,15
4438,54,79,53
4439,7,39,91
4440,25,78,5
4441,91,97,34
4442,3,62,8
4443,59,83,75
4444,52,59,63
4445,37,9,17
4446,52,48,100
4447,69,24,68
4448,76,9,58
4449,64,19,54
4450,4,24,78
4451,6,1,89
4452,28,81,23
4453,8,25,17
4454,47,34,1
4455,73,34,62
4456,6,30,18
4457,52,59,100
4458,73,16,82
4459,25,57,84
4460,52,45,88
4461,16,85,47
4462,62,76,3
4463,94,88,12
4464,33,15,64
4465,32,24,98
4466,4,85,93
4467,54,31,34
4468,16,81,67
4469,68,14,71
4470,62,36,3
4471,89,23,92
4472,50,15,37
4473,73,62,76
4474,9,28,92
4475,68,63,86
4476,52,54,44
4477,84,34,7
4478,59,17,97
4479,82,97,62
4480,46,90,53
4481,40,41,11
4482,44,15,33
4483,83,17,59
4484,24,30,56
4485,28,84,42
4486,35,37,22
4487,11,23,83
4488,75,25,94
4489,76,60,71
4490,8,15,50
4491,76,49,88
4492,31,74,21
4493,68,67,84
4494,94,81,92
4495,16,83,44
4496,1,54,21
4497,50,46,58
4498,29,49,45
4499,71,17,11
4500,88,73,45
4501,35,32,40
4502,38,87,75
4503,3,87,100
4504,31,28,2
4505,30,5,66
4506,39,93,60
4507,50,97,76
4508,36,98,55
4509,22,91,69
4510,66,91,57
4511,62,38,31
4512,85,1,69
4513,72,1,57
4514,70,43,72
4515,70,82,30
4516,96,93,32
4517,21,7,76
4518,47,91,47
4519,18,11,66
4520,69,82,6
4521,59,50,39
4522,77,8,41
4523,73,67,79
4524,31,23,88
4525,28,16,47
4526,39,38,82
4527,52,3,91
4528,8,25,35
4529,3,24,99
4530,87,61,81
4531,6,54,77
4532,1,91,23
4533,35,32,30
4534,68,38,39
4535,59,1,94
4536,5,72,9
4537,99,23,65
4538,92,18,68
4539,38,46,7
4540,77,6,95
4541,9,14,67
4542,11,13,86
4543,38,35,18
4544,35,74,63
4545,92,95,69
4546,61,25,78
4547,61,4,7
4548,60,3,56
4549,24,98,70
4550,24,31,2
4551,68,2,74
4552,15,51,86
4553,78,6,48
4554,4,84,50
4555,62,44,22
4556,63,42,14
4557,39,53,62
4558,81,88,15
4559,79,27,21
4560,14,21,91
4561,63,86,77
4562,53,10,62
4563,90,62,57
4564,86,9,38
4565,59,59,72
4566,15,44,8
4567,90,15,12
4568,45,98,86
4569,52,25,51
4570,17,6,80
4571,86,9,87
4572,68,59,34
4573,99,50,73
4574,32,45,73
4575,60,100,47
4576,66,63,96
4577,67,89,98
4578,97,44,4
4579,85,65,7
4580,92,44,83
4581,80,97,66
4582,43,20,58
4583,66,44,87
4584,19,26,81
4585,87,76,57
4586,71,80,89
4587,29,61,55
4588,39,65,76
4589,44,72,52
4590,7,54,86
4591,56,32,1
4592,68,54,37
4593,79,53,79
4594,42,47,98
4595,78,4,51
4596,65,81,20
4597,80,64,100
4598,69,78,85
4599,88,93,85
4600,3,34,69
4601,46,75,26
4602,61,67,13
4603,15,29,67
4604,80,69,46
4605,95,45,25
4606,56,61,100
4607,75,84,17
4608,60,99,6
4609,71,50,95
4610,26,56,93
4611,72,54,28
4612,15,12,2
4613,28,90,67
4614,85,34,36
4615,6,18,18
4616,28,56,95
4617,40,1,29
4618,43,54,59
4619,79,65,3
4620,8,56,9
4621,86,83,58
4622,88,59,71
4623,78,85,72
4624,81,43,31
4625,64,68,26
4626,9,43,87
4627,19,50,68
4628,41,38,66
4629,54,80,23
4630,54,20,56
4631,64,67,35
4632,73,15,68
4633,9,19,47
4634,100,83,91
4635,42,24,3
4636,67,44,15
4637,94,70,53
4638,81,98,58
4639,7,21,75
4640,85,15,11
4641,73,97,60
4642,73,50,72
4643,44,28,12
4644,29,35,86
4645,39,25,66
4646,42,82,37
4647,34,88,54
4648,59,55,95
4649,91,83,85
4650,53,64,38
4651,82,26,6
4652,26,42,90
4653,27,37,27
4654,74,18,53
4655,4,86,2
4656,37,58,43
4657,15,83,38
4658,31,80,10
4659,70,4,45
4660,75,73,79
4661,69,90,76
4662,86,59,84
4663,3,58,17
4664,10,68,48
4665,87,68,5
4666,56,38,5
4667,94,92,64
4668,49,67,63
4669,92,47,80
4670,40,6,35
4671,37,82,58
4672,86,54,30
4673,22,62,15
4674,80,9,100
4675,34,21,44
4676,41,21,97
4677,91,18,52
4678,78,33,24
4679,37,31,77
4680,79,91,31
4681,26,75,94
4682,6,51,82
4683,38,84,54
4684,89,80,60
4685,88,57,36
4686,23,99,2
4687,33,39,26
4688,51,45,3
4689,38,29,65
4690,16,77,97
4691,86,44,38
4692,74,41,73
4693,59,40,5
4694,61,38,99
4695,82,42,26
4696,31,76,3
4697,62,90,8
4698,75,80,60
4699,4,63,100
4700,62,36,47
4701,72,36,59
4702,58,47,10
4703,5,94,27
4704,47,98,56
4705,34,2,86
4706,65,33,1
4707,63,32,68
4708,40,8,69
4709,76,32,78
4710,17,36,27
4711,17,14,94
4712,23,92,100
4713,84,14,78
4714,23,9,63
4715,13,34,2
4716,16,51,71
4717,80,94,79
4718,86,21,31
4719,13,54,39
4720,20,85,55
4721,79,85,12
4722,69,5,20
4723,77,91,77
4724,87,73,36
4725,63,27,25
4726,76,63,14
4727,75,98,30
4728,85,97,35
4729,70,46,44
4730,6,42,73
4731,57,88,43
4732,95,61,8
4733,93,76,4
4734,9,54,100
4735,31,31,86
4736,34,55,38
4737,5,59,79
4738,74,96,2
4739,29,53,66
4740,36,65,91
4741,53,93,81
4742,55,4,46
4743,21,72,56
4744,86,99,95
4745,72,17,30
4746,4,10,35
4747,36,13,36
4748,29,49,9
4749,15,82,6
4750,41,90,64
4751,13,100,11
4752,74,20,27
4753,71,97,69
4754,57,82,20
4755,8,17,26
4756,70,93,24
4757,39,83,38
4758,12,6,88
4759,10,91,63
4760,41,22,65
4761,35,33,67
4762,17,52,8
4763,81,82,8
4764,41,28,8
4765,98,72,83
4766,34,68,11
4767,94,8,99
4768,65,14,31
4769,28,10,24
4770,100,35,100
4771,55,10,45
4772,58,15,24
4773,35,17,35
4774,29,19,61
4775,48,23,64
4776,65,2,22
4777,61,78,37
4778,94,79,46
4779,75,89,73
4780,56,54,30
4781,47,92,13
4782,20,73,74
4783,38,55,93
4784,55,94,3
4785,66,79,4
4786,92,10,78
4787,79,67,66
4788,75,99,10
4789,55,64,62
4790,13,2,78
4791,16,85,68
4792,74,72,49
4793,47,27,88
4794,31,82,21
4795,99,92,52
4796,81,88,4
4797,73,15,54
4798,71,17,14
4799,77,41,24
4800,60,85,95
4801,1,98,2
4802,49,96,100
4803,81,40,58
4804,30,100,28
4805,3,90,67
4806,93,56,41
4807,8,1,4
4808,46,38,68
4809,51,40,71
4810,99,63,89
4811,12,78,56
4812,17,8,81
4813,33,46,7
4814,81,12,72
4815,40,80,2
4816,31,85,60
4817,49,4,26
4818,43,99,22
4819,49,10,2
4820,30,14,91
4821,60,98,63
4822,32,96,61
4823,69,86,27
4824,78,20,90
4825,36,16,96
4826,36,21,35
4827,46,89,44
4828,25,96,62
4829,88,79,34
4830,81,47,100
4831,22,77,64
4832,73,7,86
4833,81,98,53
4834,8,59,82
4835,99,59,36
4836,38,82,65
4837,76,18,31
4838,87,3,12
4839,88,86,76
4840,79,51,54
4841,33,56,82
4842,72,42,2
4843,7,87,63
4844,3,97,96
4845,11,16,79
4846,11,39,2
4847,76,55,44
4848,5,33,52
4849,91,24,3
4850,63,53,10
4851,60,40,78
4852,68,42,15
4853,56,14,69
4854,8,98,49
4855,76,24,99
4856,46,42,97
4857,72,19,67
4858,1,45,74
4859,4,28,13
4860,67,84,96
4861,15,94,3
4862,59,89,55
4863,42,77,49
4864,24,12,65
4865,17,77,48
4866,68,53,28
4867,33,12,81
4868,93,96,75
4869,13,41,88
4870,56,56,77
4871,94,1,25
4872,71,51,18
4873,8,26,44
4874,17,90,93
4875,50,51,53
4876,88,62,43
4877,95,78,61
4878,8,41,7
4879,65,59,56
4880,8,11,77
4881,15,38,81
4882,85,93,37
4883,68,25,69
4884,54,65,12
4885,43,35,9
4886,38,8,21
4887,35,90,2
4888,61,76,44
4889,58,77,80
4890,2,91,27
4891,87,50,36
4892,75,91,86
4893,25,43,46
4894,59,14,97
4895,85,40,17
4896,61,17,88
4897,4,81,30
4898,73,8,93
4899,76,94,30
4900,46,2,93
4901,46,29,47
4902,52,77,55
4903,77,26,85
4904,72,30,27
4905,25,15,88
4906,42,97,100
4907,9,99,28
4908,20,67,14
4909,82,50,72
4910,78,98,69
4911,75,99,7
4912,44,28,86
4913,86,4,21
4914,78,9,99
4915,43,60,23
4916,26,64,30
4917,93,3,54
4918,50,5,73
4919,81,3,34
4920,4,50,77
4921,53,88,55
4922,58,74,21
4923,99,30,44
4924,7,89,2
4925,93,70,82
4926,25,87,95
4927,21,68,16
4928,97,43,10
4929,46,37,91
4930,74,59,14
4931,64,21,5
4932,53,20,31
4933,7,38,51
4934,48,18,87
4935,81,76,57
4936,2,92,100
4937,26,7,40
4938,25,54,44
4939,65,3,89
4940,77,22,58
4941,66,99,96
4942,29,64,7
4943,58,47,49
4944,77,4,97
4945,58,42,14
4946,90,67,66
4947,75,81,94
4948,38,28,90
4949,90,99,62
4950,12,22,49
4951,82,87,94
4952,93,66,64
4953,22,33,51
4954,67,17,37
4955,46,89,45
4956,10,14,41
4957,99,57,28
4958,35,36,14
4959,47,32,91
4960,19,84,61
4961,59,48,97
4962,7,37,44
4963,54,57,100
4964,86,68,78
4965,98,81,91
4966,63,42,56
4967,91,64,16
4968,77,97,31
4969,24,81,28
4970,78,30,8
4971,78,50,3
4972,97,53,44
4973,31,24,93
4974,18,55,54
4975,17,18,17
4976,82,34,18
4977,83,11,51
4978,23,86,32
4979,50,87,4
4980,96,48,18
4981,92,83,14
4982,89,61,92
4983,67,81,45
4984,85,36,61
4985,60,62,50
4986,46,51,87
4987,16,62,48
4988,49,41,77
4989,88,93,66
4990,85,93,17
4991,8,59,83
4992,7,73,6
4993,84,49,58
4994,73,46,15
4995,62,25,18
4996,76,84,64
4997,37,84,92
4998,8,56,78
4999,25,69,87
5000,70,77,16
5001,56,28,77
5002,1,70,50
5003,29,27,72
5004,51,16,14
5005,1,20,60
5006,40,91,22
5007,19,24,77
5008,81,66,82
5009,27,80,34
5010,86,39,75
5011,48,25,41
5012,56,43,76
5013,85,48,46
5014,1,97,90
5015,29,12,82
5016,30,5,6
5017,6,47,16
5018,19,89,92
5019,90,93,20
5020,63,53,17
5021,90,1,66
5022,53,40,24
5023,46,21,32
5024,40,77,70
5025,29,98,61
5026,85,48,27
5027,29,59,15
5028,94,58,83
5029,18,53,32
5030,44,2,80
5031,39,7,96
5032,98,27,42
5033,6,52,20
5034,5,92,81
5035,6,40,44
5036,33,94,29
5037,68,37,48
5038,39,1,93
5039,14,65,32
5040,14,30,11
5041,63,53,10
5042,26,17,11
5043,45,5,41
5044,26,63,23
5045,76,6,45
5046,95,13,82
5047,24,28,58
5048,50,64,65
5049,34,82,85
5050,70,64,13
5051,41,37,74
5052,1,92,13
5053,41,75,38
5054,66,81,87
5055,28,88,94
5056,50,54,16
5057,28,91,20
5058,50,88,84
5059,19,20,14
5060,84,70,84
5061,56,87,53
5062,98,24,71
5063,41,34,58
5064,82,32,26
5065,70,54,91
5066,82,66,43
5067,94,33,85
5068,11,36,79
5069,8,22,51
5070,30,61,38
5071,49,13,10
5072,96,23,27
5073,5,16,70
5074,33,32,10
5075,68,83,28
5076,46,34,63
5077,48,96,77
5078,49,96,3
5079,35,58,56
5080,79,41,69
5081,95,24,24
5082,90,20,85
5083,4,32,85
5084,8,9,70
5085,31,37,47
5086,85,60,1
5087,98,95,12
5088,57,7,95
5089,38,100,57
5090,39,55,98
5091,70,59,76
5092,81,58,65
5093,99,43,1
5094,40,68,45
5095,10,73,30
5096,51,67,35
5097,94,4,35
5098,28,75,36
5099,76,91,4
5100,100,53,14
5101,74,62,40
5102,42,90,11
5103,96,94,94
5104,15,49,26
5105,18,39,85
5106,63,13,88
5107,98,84,54
5108,78,28,17
5109,25,58,47
5110,19,59,99
5111,27,17,83
5112,77,57,42
5113,4,64,48
5114,98,31,34
5115,100,1,37
5116,79,22,91
5117,91,16,100
5118,22,70,22
5119,28,1,17
5120,87,40,74
5121,29,42,36
5122,6,98,58
5123,80,97,77
5124,63,91,32
5125,98,48,65
5126,8,62,23
5127,59,19,57
5128,49,32,2
5129,78,5,88
5130,71,78,15
5131,45,35,76
5132,28,97,60
5133,16,53,84
5134,27,92,87
5135,88,63,15
5136,38,89,34
5137,8,56,21
5138,85,26,61
5139,7,24,22
5140,15,62,91
5141,63,82,95
5142,87,68,73
5143,95,75,88
5144,99,85,44
5145,34,38,6
5146,37,19,78
5147,41,62,54
5148,38,89,27
5149,33,83,34
5150,69,61,82
5151,89,23,57
5152,76,10,7
5153,24,49,28
5154,18,13,95
5155,13,78,36
5156,30,65,20
5157,96,46,5
5158,57,34,20
5159,7,98,77
5160,97,71,41
5161,33,10,21
5162,26,77,17
5163,79,68,39
5164,18,70,83
5165,85,12,13
5166,23,9,89
5167,95,79,74
5168,58,19,99
5169,42,11,92
5170,67,85,16
5171,15,60,49
5172,52,43,83
5173,83,58,87
5174,89,46,66
5175,29,29,55
5176,14,15,86
5177,69,36,15
5178,99,28,81
5179,65,52,99
5180,1,9,44
5181,27,10,24
5182,39,36,53
5183,69,54,43
5184,67,59,8
5185,7,7,55
5186,81,35,71
5187,53,52,25
5188,37,41,68
5189,29,57,24
5190,73,39,90
5191,23,27,21
5192,26,93,13
5193,1,75,44
5194,99,65,48
5195,67,44,25
5196,6,22,92
5197,62,89,69
5198,40,5,27
5199,46,6,56
5200,86,67,48
5201,23,95,16
5202,100,93,58
5203,98,99,9
5204,22,86,58
5205,79,72,45
5206,29,61,19
5207,15,79,75
5208,14,17,16
5209,62,99,36
5210,5,86,51
5211,43,87,41
5212,29,52,15
5213,78,24,1
5214,32,100,78
5215,1,58,30
5216,36,47,83
5217,58,16,31
5218,21,51,54
5219,19,38,8
5220,10,45,75
5221,38,21,38
5222,56,12,56
5223,64,33,96
5224,6,44,10
5225,19,34,92
5226,41,24,52
5227,82,86,22
5228,94,56,93
5229,83,5,27
5230,70,4,26
5231,52,87,13
5232,56,16,61
5233,28,72,39
5234,61,85,23
5235,86,27,40
5236,18,8,73
5237,38,23,69
5238,17,53,9
5239,89,43,37
5240,1,22,63
5241,64,53,11
5242,37,22,98
5243,73,54,58
5244,72,62,55
5245,83,64,61
5246,81,68,13
5247,12,29,73
5248,81,22,41
5249,26,42,36
5250,25,4,36
5251,90,30,40
5252,67,53,58
5253,22,7,15
5254,32,59,53
5255,46,85,57
5256,96,30,63
5257,55,81,17
5258,79,97,35
5259,8,30,77
5260,15,92,91
5261,82,89,64
5262,33,98,46
5263,20,54,75
5264,63,55,42
5265,63,66,22
5266,66,62,58
5267,79,98,72
5268,99,31,45
5269,33,88,69
5270,46,32,72
5271,44,86,71
5272,46,16,35
5273,89,21,50
5274,97,21,57
5275,39,12,57
5276,97,43,17
5277,5,47,94
5278,96,15,80
5279,3,88,50
5280,21,57,28
5281,42,31,59
5282,58,77,70
5283,94,81,34
5284,69,5,34
5285,4,79,55
5286,8,38,87
5287,50,43,70
5288,23,24,21
5289,57,34,18
5290,96,90,8
5291,22,72,1
5292,97,58,78
5293,12,91,10
5294,20,75,63
5295,80,27,32
5296,96,92,87
5297,70,3,80
5298,52,65,69
5299,26,55,92
5300,21,25,69
5301,70,96,23
5302,18,68,18
5303,12,62,60
5304,44,20,59
5305,22,52,26
5306,99,46,2
5307,96,17,37
5308,29,81,30
5309,68,69,36
5310,1,65,48
5311,48,88,70
5312,31,33,99
5313,72,62,17
5314,82,35,19
5315,1,100,77
5316,6,10,21
5317,63,87,17
5318,78,60,45
5319,79,8,19
5320,35,46,56
5321,49,41,42
5322,3,74,100
5323,85,66,58
5324,2,73,45
5325,98,77,12
5326,67,62,18
5327,39,88,94
5328,94,20,14
5329,66,17,75
5330,77,90,60
5331,92,6,51
5332,14,100,95
5333,91,69,13
5334,50,70,23
5335,29,42,39
5336,7,86,6
5337,81,72,13
5338,12,90,22
5339,30,83,69
5340,26,23,67
5341,33,42,24
5342,25,42,45
5343,23,87,51
5344,4,59,95
5345,28,84,7
5346,62,55,21
5347,58,7,67
5348,79,9,99
5349,36,77,68
5350,97,40,2
5351,59,23,72
5352,88,47,51
5353,41,65,73
5354,82,96,82
5355,96,68,27
5356,87,100,39
5357,80,38,34
5358,64,28,15
5359,70,36,62
5360,38,86,1
5361,15,9,48
5362,36,69,87
5363,40,57,9
5364,42,19,35
5365,7,35,91
5366,85,98,39
5367,32,2,8
5368,58,35,44
5369,68,53,37
5370,85,26,25
5371,69,7,8
5372,46,65,24
5373,2,55,46
5374,69,79,51
5375,29,17,3
5376,10,71,59
5377,7,79,96
5378,50,35,22
5379,21,94,100
5380,66,75,10
5381,20,15,20
5382,35,12,60
5383,80,21,49
5384,45,73,81
5385,91,29,51
5386,87,84,86
5387,5,27,15
5388,67,79,92
5389,96,29,70
5390,58,94,88
5391,32,16,6
5392,22,83,10
5393,92,28,1
5394,65,47,90
5395,6,52,69
5396,8,79,12
5397,94,94,60
5398,39,19,88
5399,46,45,25
5400,50,65,56
5401,75,63,100
5402,37,34,28
5403,20,42,13
5404,80,44,85
5405,97,37,10
5406,42,100,28
5407,9,23,58
5408,27,24,53
5409,42,52,19
5410,38,95,59
5411,79,22,88
5412,3,22,64
5413,32,80,26
5414,29,62,59
5415,40,53,66
5416,37,18,49
5417,60,85,42
5418,43,5,80
5419,17,47,56
5420,43,29,76
5421,29,25,83
5422,3,62,63
5423,46,83,9
5424,92,38,95
5425,28,26,90
5426,34,54,20
5427,80,12,18
5428,87,27,73
5429,19,73,28
5430,38,100,68
5431,42,59,65
5432,18,54,9
5433,51,77,39
5434,75,72,10
5435,63,69,17
5436,31,26,58
5437,71,85,8
5438,46,66,67
5439,61,79,38
5440,49,33,10
5441,60,51,87
5442,20,82,48
5443,35,84,11
5444,50,6,91
5445,88,57,43
5446,83,3,88
5447,43,60,98
5448,42,14,82
5449,7,64,51
5450,34,66,44
5451,69,24,96
5452,56,14,28
5453,52,74,59
5454,43,53,96
5455,16,33,2
5456,100,34,28
5457,19,46,73
5458,73,5,36
5459,86,59,55
5460,52,40,63
5461,89,100,5
5462,42,87,84
5463,32,43,75
5464,48,61,85
5465,68,1,85
5466,44,56,86
5467,77,22,84
5468,83,10,43
5469,6,95,14
5470,85,86,49
5471,79,75,5
5472,64,5,8
5473,29,23,57
5474,30,67,76
5475,68,3,29
5476,57,94,68
5477,72,6,28
5478,79,79,71
5479,89,31,26
5480,49,48,42
5481,47,64,56
5482,82,11,71
5483,29,44,18
5484,49,14,8
5485,100,21,24
5486,100,30,46
5487,72,7,31
5488,67,13,11
5489,10,29,71
5490,70,23,98
5491,47,38,17
5492,2,3,99
5493,15,9,95
5494,51,67,65
5495,53,29,49
5496,78,91,63
5497,26,44,100
5498,45,95,15
5499,96,6,1
5500,5,21,78
5501,98,26,55
5502,52,21,100
5503,40,16,34
5504,99,58,46
5505,61,100,54
5506,38,7,51
5507,21,34,41
5508,16,90,62
5509,20,35,52
5510,76,14,100
5511,62,82,54
5512,70,55,3
5513,79,47,46
5514,48,98,35
5515,72,4,69
5516,8,10,94
5517,8,25,17
5518,88,97,77
5519,49,19,44
5520,9,11,91
5521,60,6,1
5522,2,3,79
5523,81,75,98
5524,4,48,35
5525,16,94,66
5526,19,66,96
5527,91,23,83
5528,56,97,70
5529,95,78,38
5530,36,39,7
5531,20,10,46
5532,87,84,96
5533,25,93,94
5534,19,79,27
5535,61,46,95
5536,70,18,58
5537,18,35,82
5538,72,84,36
5539,38,38,98
5540,81,50,97
5541,27,91,72
5542,53,87,51
5543,63,27,7
5544,70,64,54
5545,37,56,35
5546,1,63,89
5547,18,47,14
5548,70,23,64
5549,47,53,8
5550,14,43,23
5551,53,61,58
5552,55,74,75
5553,69,16,47
5554,4,54,98
5555,21,68,83
5556,33,84,76
5557,94,48,12
5558,48,63,15
5559,28,11,36
5560,79,7,69
5561,84,42,87
5562,87,85,6
5563,98,81,93
5564,32,23,35
5565,41,3,11
5566,95,85,89
5567,39,57,80
5568,26,35,28
5569,96,94,53
5570,72,95,40
5571,76,21,58
5572,61,50,58
5573,14,57,17
5574,21,87,84
5575,3,76,37
5576,91,46,92
5577,69,1,76
5578,40,41,48
5579,49,49,50
5580,73,30,24
5581,96,74,41
5582,75,91,8
5583,7,68,64
5584,27,75,79
5585,75,21,22
5586,19,76,35
5587,77,72,43
5588,23,60,99
5589,2,11,42
5590,90,93,46
5591,74,98,33
5592,12,72,93
5593,38,41,81
5594,91,91,28
5595,91,67,20
5596,77,38,91
5597,35,89,53
5598,62,94,6
5599,98,58,50
5600,33,34,98
5601,49,44,17
5602,28,40,29
5603,2,69,10
5604,26,40,21
5605,99,56,7
5606,77,43,16
5607,39,64,28
5608,82,61,49
5609,28,5,84
5610,65,45,34
5611,79,50,46
5612,2,91,33
5613,12,45,25
5614,6,4,29
5615,85,7,85
5616,97,63,37
5617,60,22,49
5618,78,51,67
5619,68,51,84
5620,57,32,27
5621,58,77,63
5622,64,100,61
5623,84,69,68
5624,6,90,25
5625,32,1,57
5626,96,84,35
