id,value1,value2
6480,62,55,43
6481,70,94,94
6482,33,92,5
6483,52,61,75
6484,65,88,72
6485,82,88,65
6486,48,37,79
6487,48,69,64
6488,81,71,27
6489,57,63,83
6490,70,78,2
6491,40,91,22
6492,86,74,40
6493,83,100,10
6494,52,88,76
6495,43,86,99
6496,61,20,63
6497,27,60,79
6498,8,44,56
6499,10,84,75
6500,4,44,82
6501,8,67,56
6502,20,54,23
6503,71,59,48
6504,54,95,74
6505,79,71,32
6506,97,25,6
6507,46,59,88
6508,56,56,67
6509,87,76,98
6510,72,29,98
6511,19,55,52
6512,37,10,71
6513,39,87,47
6514,71,70,45
6515,64,13,50
6516,91,50,57
6517,17,97,29
6518,50,51,72
6519,53,71,38
6520,39,29,32
6521,39,18,76
6522,95,44,69
6523,24,13,72
6524,12,90,23
6525,86,68,91
6526,45,14,37
6527,77,68,4
6528,88,23,79
6529,96,2,9
6530,33,81,45
6531,98,63,40
6532,65,69,4
6533,89,70,83
6534,92,42,50
6535,28,25,19
6536,98,91,91
6537,78,43,54
6538,36,53,55
6539,55,62,69
6540,93,90,94
6541,68,22,16
6542,54,8,84
6543,70,100,58
6544,67,78,55
6545,75,5,100
6546,2,3,43
6547,75,10,12
6548,98,72,26
6549,69,43,17
6550,69,92,76
6551,96,87,54
6552,69,21,4
6553,40,45,48
6554,87,77,4
6555,18,46,92
6556,64,93,47
6557,67,83,58
6558,2,80,24
6559,87,15,65
6560,41,74,75
6561,55,3,95
6562,32,80,55
6563,8,25,48
6564,55,76,28
6565,32,93,58
6566,42,16,92
6567,74,14,5
6568,91,32,98
6569,17,19,30
6570,46,98,11
6571,92,54,71
6572,95,28,88
6573,92,64,50
6574,65,28,42
6575,96,71,22
6576,79,78,94
6577,52,37,98
6578,28,53,55
6579,29,63,93
6580,27,97,9
6581,62,17,21
6582,49,15,64
6583,57,14,54
6584,31,94,31
6585,22,8,74
6586,62,16,49
6587,39,55,19
6588,93,99,86
6589,77,16,76
6590,62,74,28
6591,1,78,11
6592,72,7,82
6593,2,49,99
6594,97,1,9
6595,45,8,44
6596,77,23,17
6597,99,30,50
6598,3,69,40
6599,3,20,97
6600,49,24,85
6601,31,21,87
6602,98,73,12
6603,89,85,69
6604,47,82,73
6605,90,86,6
6606,59,72,28
6607,4,33,41
6608,11,2,58
6609,16,79,22
6610,29,7,47
6611,71,39,80
6612,77,20,54
6613,21,16,55
6614,51,37,49
6615,64,22,49
6616,100,72,19
6617,26,66,5
6618,2,28,25
6619,55,27,55
6620,21,39,70
6621,75,21,34
6622,46,67,84
6623,89,4,66
6624,21,80,96
6625,40,77,98
6626,53,25,69
6627,99,5,21
6628,8,5,7
6629,42,48,83
6630,17,1,75
6631,45,70,71
6632,43,92,94
6633,47,19,93
6634,90,29,27
6635,6,87,41
6636,55,45,69
6637,66,5,87
6638,25,39,86
6639,93,64,21
6640,91,91,67
6641,66,16,73
6642,63,73,80
6643,18,80,65
6644,60,59,65
6645,87,10,83
6646,71,39,16
6647,64,67,65
6648,36,57,97
6649,83,25,7
6650,13,40,85
6651,42,25,28
6652,73,39,14
6653,3,16,82
6654,71,4,93
6655,42,34,60
6656,27,17,70
6657,74,72,66
6658,57,78,70
6659,39,79,88
6660,60,31,59
6661,11,55,56
6662,75,30,8
6663,43,89,45
6664,3,48,14
6665,12,23,72
6666,85,29,89
6667,80,25,78
6668,70,15,80
6669,9,59,88
6670,35,23,46
6671,22,43,25
6672,34,43,38
6673,92,12,93
6674,92,93,94
6675,87,75,64
6676,90,73,94
6677,90,64,19
6678,44,52,41
6679,57,75,43
6680,53,29,86
6681,27,28,20
6682,94,100,81
6683,6,54,77
6684,90,91,33
6685,12,13,61
6686,94,12,14
6687,86,44,43
6688,86,75,23
6689,98,54,19
6690,22,21,61
6691,54,51,71
6692,21,63,67
6693,76,17,9
6694,62,48,94
6695,21,80,62
6696,73,52,11
6697,9,25,14
6698,11,15,67
6699,96,65,49
6700,49,4,30
6701,77,15,17
6702,29,100,32
6703,59,73,29
6704,49,87,52
6705,79,86,59
6706,71,45,72
6707,19,64,43
6708,94,70,42
6709,9,59,98
6710,47,22,16
6711,21,34,92
6712,28,43,85
6713,41,42,61
6714,58,25,27
6715,83,6,4
6716,48,28,27
6717,51,90,1
6718,26,29,5
6719,100,54,97
6720,62,19,73
6721,40,86,27
6722,24,24,34
6723,7,90,3
6724,15,12,100
6725,72,66,34
6726,10,80,91
6727,48,14,32
6728,82,53,14
6729,80,38,7
6730,60,99,89
6731,33,62,21
6732,19,34,21
6733,90,10,31
6734,44,72,64
6735,38,34,56
6736,65,71,96
6737,79,44,15
6738,78,79,37
6739,39,88,54
6740,59,35,66
6741,38,19,25
6742,10,28,12
6743,73,25,55
6744,100,63,45
6745,71,2,1
6746,97,29,41
6747,70,8,34
6748,81,87,18
6749,71,29,83
6750,17,93,62
6751,100,23,7
6752,61,17,51
6753,49,87,75
6754,54,33,75
6755,42,53,27
6756,58,41,60
6757,86,40,47
6758,18,36,75
6759,47,46,83
6760,64,74,16
6761,44,68,16
6762,99,30,41
6763,95,83,12
6764,81,59,34
6765,69,93,37
6766,7,88,54
6767,33,91,83
6768,72,74,12
6769,13,28,17
6770,14,19,25
6771,20,29,86
6772,2,25,35
6773,6,31,77
6774,68,30,40
6775,62,5,38
6776,55,22,24
6777,58,93,13
6778,61,69,82
6779,31,68,94
6780,69,33,54
6781,83,26,7
6782,6,27,33
6783,34,60,86
6784,96,78,51
6785,65,41,65
6786,47,50,94
6787,88,94,79
6788,89,86,66
6789,15,24,70
6790,95,4,89
6791,97,68,15
6792,2,97,82
6793,21,16,94
6794,24,67,42
6795,35,90,30
6796,17,5,90
6797,42,24,80
6798,8,33,34
6799,67,31,93
6800,100,98,76
6801,2,58,14
6802,91,55,31
6803,12,55,40
6804,82,22,11
6805,79,91,38
6806,46,21,56
6807,32,63,46
6808,71,17,27
6809,80,79,7
6810,72,71,60
6811,52,87,42
6812,62,61,78
6813,89,69,97
6814,31,63,32
6815,54,60,80
6816,85,83,56
6817,89,69,91
6818,63,6,1
6819,22,21,49
6820,68,98,64
6821,27,54,69
6822,19,77,32
6823,5,84,65
6824,13,58,94
6825,42,40,93
6826,20,76,76
6827,68,79,20
6828,58,71,4
6829,70,14,12
6830,70,61,67
6831,33,19,41
6832,7,87,73
6833,97,47,3
6834,8,24,42
6835,7,29,32
6836,83,72,18
6837,66,35,38
6838,32,9,99
6839,7,32,34
6840,1,98,99
6841,25,91,20
6842,69,96,64
6843,83,16,35
6844,52,8,95
6845,80,37,85
6846,63,30,91
6847,16,59,5
6848,70,94,10
6849,97,72,90
6850,17,27,75
6851,74,42,82
6852,3,90,46
6853,11,65,24
6854,84,25,41
6855,94,33,80
6856,69,74,45
6857,72,4,61
6858,53,18,62
6859,85,83,83
6860,79,47,88
6861,49,76,70
6862,22,49,11
6863,30,34,59
6864,29,48,69
6865,31,85,37
6866,74,46,18
6867,13,77,20
6868,2,88,68
6869,3,34,36
6870,93,47,56
6871,55,36,52
6872,78,43,11
6873,50,90,18
6874,31,86,48
6875,14,55,67
6876,50,93,87
6877,17,73,79
6878,30,39,11
6879,95,58,73
6880,16,22,44
6881,56,22,11
6882,70,23,85
6883,56,61,32
6884,95,72,70
6885,55,75,96
6886,42,48,42
6887,77,91,22
6888,64,35,92
6889,100,11,72
6890,1,51,84
6891,65,31,69
6892,30,60,33
6893,78,80,61
6894,97,16,78
6895,65,85,11
6896,45,64,4
6897,2,49,77
6898,15,27,71
6899,88,68,62
6900,1,29,37
6901,57,44,60
6902,46,39,46
6903,37,35,57
6904,83,80,100
6905,81,74,18
6906,77,72,70
6907,100,66,45
6908,68,11,41
6909,16,35,42
6910,60,77,63
6911,48,58,73
6912,22,93,50
6913,27,22,89
6914,5,96,94
6915,11,70,84
6916,49,80,46
6917,19,10,69
6918,100,49,48
6919,62,51,18
6920,76,64,45
6921,3,46,71
6922,38,30,39
6923,98,81,42
6924,93,47,61
6925,7,6,36
6926,60,88,24
6927,54,56,72
6928,27,75,49
6929,5,12,97
6930,9,34,4
6931,30,57,1
6932,56,29,60
6933,19,34,23
6934,64,82,49
6935,5,2,70
6936,11,79,55
6937,52,13,25
6938,92,1,4
6939,46,35,90
6940,2,90,81
6941,84,73,12
6942,59,58,14
6943,98,28,75
6944,36,55,61
6945,64,4,12
6946,26,22,11
6947,57,96,23
6948,92,51,54
6949,66,78,34
6950,42,95,11
6951,91,72,15
6952,56,74,20
6953,22,52,74
6954,15,81,98
6955,62,54,79
6956,82,86,21
6957,63,94,39
6958,3,45,69
6959,30,1,37
6960,55,38,9
6961,74,3,51
6962,94,1,33
6963,52,29,24
6964,58,36,11
6965,83,78,94
6966,59,17,24
6967,61,90,14
6968,89,36,11
6969,37,64,1
6970,56,24,91
6971,45,56,66
6972,65,18,7
6973,17,92,8
6974,97,50,71
6975,42,76,26
6976,28,90,72
6977,21,21,31
6978,57,11,38
6979,72,15,93
6980,49,87,64
6981,34,29,92
6982,64,81,51
6983,61,71,22
6984,97,73,89
6985,68,82,26
6986,6,58,60
6987,67,89,25
6988,95,1,57
6989,94,50,41
6990,1,35,63
6991,44,11,80
6992,22,27,87
6993,42,6,50
6994,38,80,19
6995,4,84,76
6996,10,55,16
6997,72,72,36
6998,41,85,68
6999,20,57,80
7000,18,98,9
7001,39,11,33
7002,76,94,9
7003,41,72,18
7004,16,42,33
7005,74,68,64
7006,73,81,30
7007,40,8,16
7008,27,8,14
7009,49,48,14
7010,95,26,53
7011,71,34,80
7012,32,44,66
7013,63,32,17
7014,33,3,88
7015,64,17,42
7016,17,19,26
7017,74,2,44
7018,40,57,17
7019,22,1,82
7020,65,21,37
7021,28,94,61
7022,21,45,28
7023,33,67,34
7024,42,30,40
7025,1,8,46
7026,88,25,80
7027,23,56,14
7028,23,93,91
7029,7,49,62
7030,36,14,18
7031,50,12,1
7032,3,45,72
7033,39,4,10
7034,39,55,42
7035,62,11,15
7036,100,33,24
7037,90,83,53
7038,74,73,23
7039,89,11,20
7040,44,30,4
7041,69,91,48
7042,23,59,45
7043,12,99,58
7044,17,43,1
7045,13,8,89
7046,77,4,19
7047,4,82,10
7048,72,80,57
7049,25,8,59
7050,54,89,57
7051,56,54,60
7052,36,72,83
7053,90,99,16
7054,64,67,39
7055,57,91,91
7056,29,10,70
7057,41,39,78
7058,44,34,59
7059,77,25,17
7060,44,94,93
7061,99,28,23
7062,23,18,76
7063,17,39,19
7064,58,29,84
7065,84,30,68
7066,34,15,30
7067,81,78,80
7068,23,56,89
7069,9,93,97
7070,75,33,47
7071,6,38,29
7072,58,20,37
7073,29,56,62
7074,90,93,44
7075,37,17,33
7076,55,40,76
7077,36,82,99
7078,97,37,43
7079,72,14,15
7080,85,72,91
7081,56,62,64
7082,56,99,89
7083,73,22,90
7084,80,3,38
7085,55,64,67
7086,30,8,28
7087,54,64,4
7088,99,48,30
7089,40,76,48
7090,44,3,34
7091,23,55,22
7092,88,81,72
7093,62,13,100
7094,20,30,53
7095,27,36,98
7096,20,74,12
7097,19,64,27
7098,20,47,92
7099,2,82,98
7100,40,40,98
7101,11,28,7
7102,82,78,37
7103,13,15,12
7104,59,16,61
7105,34,83,34
7106,27,14,74
7107,72,63,17
7108,32,77,35
7109,63,70,95
7110,56,99,40
7111,33,99,91
7112,93,31,13
7113,3,10,35
7114,52,9,87
7115,76,66,32
7116,53,77,49
7117,96,69,60
7118,92,2,42
7119,66,10,34
7120,46,91,39
7121,43,83,27
7122,88,64,41
7123,31,24,35
7124,8,64,75
7125,24,53,57
7126,98,22,43
7127,49,74,99
7128,3,24,94
7129,56,96,69
7130,43,28,53
7131,10,83,29
7132,51,21,53
7133,61,75,72
7134,26,37,68
7135,14,65,16
7136,78,68,3
7137,51,70,70
7138,33,21,47
7139,86,8,86
7140,41,23,80
7141,81,26,96
7142,22,2,69
7143,40,86,12
7144,83,85,94
7145,20,78,62
7146,51,73,95
7147,90,9,82
7148,97,75,54
7149,27,47,89
7150,29,76,9
7151,74,21,61
7152,13,5,84
7153,65,46,66
7154,41,48,87
7155,61,70,57
7156,12,51,74
7157,96,63,85
7158,98,57,47
7159,77,27,68
7160,34,60,39
7161,86,58,48
7162,83,65,40
7163,71,48,42
7164,89,59,47
7165,42,64,26
7166,84,94,60
7167,57,94,80
7168,61,88,36
7169,23,87,67
7170,35,23,75
7171,95,8,99
7172,57,85,15
7173,28,81,98
7174,4,79,93
7175,52,57,96
7176,98,65,70
7177,65,91,17
7178,2,13,100
7179,3,80,62
7180,73,40,17
7181,13,91,92
7182,57,30,44
7183,68,16,49
7184,100,79,28
7185,92,45,35
7186,85,2,23
7187,88,87,79
7188,78,75,13
7189,5,59,69
7190,48,11,3
7191,80,30,23
7192,65,53,37
7193,90,94,45
7194,90,90,71
7195,83,28,33
7196,51,59,100
7197,59,52,34
7198,20,97,100
7199,6,46,45
7200,11,84,92
7201,78,96,66
7202,79,17,69
7203,19,56,47
7204,39,19,15
7205,84,20,95
7206,90,76,60
7207,34,42,46
7208,64,20,35
7209,51,49,84
7210,86,51,95
7211,40,67,56
7212,62,88,74
7213,51,70,58
7214,19,32,51
7215,38,72,67
7216,24,34,99
7217,77,55,32
7218,95,8,57
7219,19,51,59
7220,15,86,94
7221,78,76,62
7222,33,44,35
7223,33,7,94
7224,61,35,55
7225,92,49,41
7226,29,47,63
7227,65,98,31
7228,25,7,99
7229,51,77,13
7230,85,36,3
7231,39,96,95
7232,18,29,25
7233,84,31,23
7234,9,6,52
7235,71,37,84
7236,39,97,72
7237,62,7,29
7238,95,5,33
7239,58,77,81
7240,93,47,100
7241,25,82,45
7242,5,53,17
7243,11,14,80
7244,9,24,50
7245,50,63,53
7246,59,22,45
7247,17,23,64
7248,2,85,97
7249,31,52,5
7250,81,62,60
7251,69,27,45
7252,19,78,67
7253,96,13,32
7254,7,3,94
7255,74,26,12
7256,70,97,11
7257,70,26,83
7258,31,97,95
7259,40,93,25
7260,16,97,1
7261,62,3,44
7262,71,74,49
7263,31,91,95
7264,13,75,35
7265,67,58,5
7266,82,17,92
7267,32,72,14
7268,74,82,6
7269,49,89,3
7270,9,37,16
7271,95,88,93
7272,69,63,39
7273,82,17,11
7274,98,28,14
7275,11,53,16
7276,90,88,54
7277,35,58,8
7278,66,98,78
7279,36,59,49
7280,66,71,46
7281,63,63,59
7282,95,56,25
7283,31,77,92
7284,81,49,62
7285,35,67,80
7286,2,7,25
7287,71,51,32
7288,57,62,19
7289,45,78,88
7290,10,45,22
7291,12,45,23
7292,35,33,34
7293,78,78,78
7294,11,57,75
7295,85,48,37
7296,9,63,43
7297,42,32,29
7298,97,48,77
7299,84,28,52
7300,91,17,50
7301,30,32,15
7302,52,55,51
7303,77,24,43
7304,74,13,76
7305,21,53,48
7306,36,84,17
7307,45,35,44
7308,81,52,11
7309,13,96,42
7310,88,90,81
7311,64,34,90
7312,43,72,32
7313,98,12,30
7314,3,22,15
7315,99,58,92
7316,90,83,52
7317,27,2,59
7318,18,16,2
7319,65,41,9
7320,56,57,98
7321,91,91,47
7322,43,73,21
7323,49,39,59
7324,36,17,78
7325,29,51,24
7326,2,91,38
7327,42,54,60
7328,8,19,63
7329,26,23,21
7330,52,91,10
7331,50,16,87
7332,69,46,12
7333,36,80,56
7334,57,29,89
7335,95,53,26
7336,85,94,22
7337,44,11,19
7338,87,33,32
7339,69,42,46
7340,28,25,56
7341,19,13,6
7342,72,15,76
7343,99,49,61
7344,59,87,6
7345,53,47,79
7346,97,60,74
7347,48,92,69
7348,35,86,86
7349,13,99,40
7350,65,62,42
7351,71,9,4
7352,23,90,41
7353,3,16,55
7354,67,72,56
7355,89,25,43
7356,9,96,55
7357,68,69,37
7358,55,27,43
7359,63,37,25
7360,43,6,58
7361,51,12,12
7362,14,30,94
7363,9,55,70
7364,56,80,48
7365,2,23,72
7366,25,96,60
7367,61,76,62
7368,9,59,85
7369,83,21,32
7370,23,45,54
7371,87,13,66
7372,45,93,3
7373,13,47,2
7374,43,10,5
7375,84,68,26
7376,93,85,11
7377,39,88,67
7378,100,10,34
7379,45,58,57
7380,61,95,88
7381,41,1,92
7382,57,66,79
7383,21,100,9
7384,58,67,41
7385,6,35,84
7386,53,65,65
7387,50,49,65
7388,88,81,76
7389,58,65,28
7390,42,24,13
7391,32,86,39
7392,36,36,16
7393,60,5,34
7394,78,78,29
7395,21,16,36
7396,100,65,47
7397,84,99,63
7398,79,76,27
7399,68,1,47
7400,53,54,49
7401,65,13,98
7402,66,79,1
7403,100,45,70
7404,22,72,100
7405,11,44,85
7406,49,35,15
7407,70,26,15
7408,44,100,43
7409,82,51,78
7410,30,67,54
7411,82,15,7
7412,70,12,52
7413,80,69,86
7414,21,60,8
7415,95,52,14
7416,96,86,14
7417,26,6,12
7418,29,83,86
7419,90,82,43
7420,80,25,83
7421,90,83,71
7422,90,1,41
7423,70,59,61
7424,56,89,69
7425,29,30,65
7426,88,100,96
7427,19,16,4
7428,20,7,32
7429,41,69,10
7430,44,7,77
7431,51,76,59
7432,60,62,25
7433,31,22,88
7434,63,28,93
7435,48,51,20
7436,14,57,20
7437,27,19,9
7438,76,6,84
7439,76,2,65
7440,23,53,83
7441,14,60,23
7442,85,14,85
7443,73,37,14
7444,47,16,22
7445,50,64,6
7446,87,68,78
7447,98,95,55
7448,46,48,28
7449,63,57,60
7450,18,80,33
7451,49,100,34
7452,85,48,94
7453,88,42,92
7454,51,96,19
7455,66,90,41
7456,91,22,86
7457,53,60,100
7458,1,41,39
7459,73,79,95
7460,57,69,76
7461,50,19,54
7462,17,35,18
7463,59,45,62
7464,77,96,16
7465,28,75,36
7466,52,53,66
7467,51,25,14
7468,87,64,14
7469,99,53,45
7470,4,34,9
7471,65,53,82
7472,3,45,54
7473,23,12,66
7474,50,39,40
7475,96,14,27
7476,40,14,83
7477,95,38,22
7478,48,29,6
7479,24,9,37
7480,81,75,85
7481,59,92,48
7482,15,27,34
7483,66,48,74
7484,18,12,13
7485,19,84,81
7486,78,84,29
7487,89,93,77
7488,78,90,44
7489,47,12,64
7490,31,48,85
7491,5,36,44
7492,4,86,88
7493,70,5,95
7494,62,70,52
7495,93,16,15
7496,21,13,44
7497,40,37,6
7498,3,39,89
7499,43,83,91
7500,36,80,35
7501,87,79,15
7502,62,18,35
7503,14,21,88
7504,7,63,19
7505,75,49,61
7506,91,82,6
7507,47,44,37
7508,90,53,27
7509,89,98,22
7510,30,35,52
7511,4,34,80
7512,15,66,79
7513,83,94,4
7514,54,20,23
7515,42,36,18
7516,32,91,12
7517,56,12,35
7518,16,44,68
7519,72,18,17
7520,89,45,24
7521,49,88,77
7522,5,24,22
7523,36,1,82
7524,35,20,60
7525,55,51,52
7526,36,59,34
7527,73,14,68
7528,51,3,44
7529,19,37,82
7530,33,97,73
7531,90,5,3
7532,72,29,35
7533,64,78,95
7534,47,33,46
7535,11,5,7
7536,77,20,78
7537,67,2,98
7538,36,49,30
7539,96,29,23
7540,17,38,2
7541,93,77,66
7542,19,85,61
7543,57,7,45
7544,24,53,54
7545,86,91,75
7546,86,95,43
7547,6,42,68
7548,16,73,94
7549,95,36,39
7550,38,79,61
7551,18,59,75
7552,52,65,73
7553,19,50,17
7554,8,67,85
7555,73,9,99
7556,32,77,14
7557,5,66,38
7558,8,49,60
7559,98,76,84
7560,79,45,9
7561,15,7,96
7562,14,76,18
7563,32,39,13
7564,41,35,100
7565,61,53,71
7566,17,52,18
7567,24,93,70
7568,18,64,82
7569,42,83,66
7570,89,47,3
7571,75,63,3
7572,1,38,1
7573,5,60,52
7574,34,19,76
7575,52,44,94
7576,29,87,51
7577,67,26,27
7578,80,5,78
7579,4,94,20
7580,10,3,35
7581,40,64,24
7582,95,42,33
7583,97,16,39
7584,96,34,28
7585,78,54,88
7586,28,45,43
7587,24,73,94
7588,44,99,83
7589,51,65,42
7590,67,30,89
7591,78,100,5
7592,38,78,63
7593,20,78,47
7594,73,19,16
7595,56,26,46
7596,52,48,27
7597,55,79,3
7598,68,48,5
7599,15,49,99
7600,15,46,75
7601,69,38,52
7602,81,16,87
7603,62,82,89
7604,100,70,41
7605,84,71,47
7606,69,40,24
7607,97,44,54
7608,87,42,25
7609,49,55,65
7610,85,8,67
7611,8,47,75
7612,42,93,5
7613,66,87,81
7614,33,36,19
7615,31,76,50
7616,39,35,87
7617,12,35,68
7618,3,10,95
7619,15,80,43
7620,16,24,36
7621,49,48,6
7622,43,80,14
7623,29,62,6
7624,45,10,42
7625,87,63,56
7626,70,68,93
7627,11,90,37
7628,3,47,21
7629,18,43,45
7630,9,96,84
7631,12,10,81
7632,30,53,33
7633,60,26,61
7634,82,63,70
7635,39,30,51
7636,86,11,79
7637,23,33,84
7638,26,18,93
7639,78,14,23
7640,76,70,97
7641,7,99,19
7642,92,93,70
7643,11,31,24
7644,95,40,41
7645,55,50,64
7646,55,73,73
7647,90,93,44
7648,21,89,35
7649,21,90,92
7650,39,56,69
7651,45,82,46
7652,79,82,50
7653,82,81,99
7654,17,58,99
7655,66,26,46
7656,80,31,18
7657,60,54,48
7658,81,40,65
7659,47,59,48
7660,25,21,75
7661,72,5,35
7662,13,9,77
7663,45,91,71
7664,68,95,65
7665,19,30,34
7666,79,93,25
7667,42,68,13
7668,94,2,95
7669,43,45,40
7670,43,24,83
7671,70,89,58
7672,92,91,57
7673,25,38,24
7674,75,17,68
7675,48,16,76
7676,47,25,35
7677,51,18,93
7678,13,27,20
7679,6,4,22
7680,72,84,55
7681,69,29,50
7682,75,55,41
7683,48,27,42
7684,90,90,49
7685,87,8,85
7686,38,100,100
7687,37,65,36
7688,77,64,13
7689,29,18,45
7690,78,50,63
7691,40,72,78
7692,57,64,63
7693,40,55,83
7694,51,94,46
7695,86,91,21
7696,98,23,94
7697,43,60,48
7698,96,36,76
7699,94,56,48
7700,46,93,96
7701,27,86,70
7702,39,49,92
7703,8,96,26
7704,12,30,52
7705,67,86,14
7706,93,58,9
7707,24,56,4
7708,88,17,100
7709,38,83,13
7710,50,91,41
7711,19,79,47
7712,95,23,18
7713,74,79,50
7714,67,73,21
7715,30,80,33
7716,22,69,85
7717,44,72,21
7718,52,16,12
7719,87,77,52
7720,58,11,84
7721,54,59,64
7722,27,31,76
7723,79,21,25
7724,60,31,69
7725,34,15,26
7726,85,25,43
7727,61,33,79
7728,100,90,74
7729,20,37,60
7730,50,96,73
7731,10,24,71
7732,45,43,38
7733,58,54,90
7734,11,53,30
7735,17,19,72
7736,41,21,75
7737,53,1,9
7738,95,83,74
7739,48,65,15
7740,55,13,28
7741,34,76,60
7742,8,42,27
7743,46,24,12
7744,38,87,33
7745,84,23,5
7746,34,52,78
7747,91,75,2
7748,21,54,56
7749,25,72,67
7750,55,59,37
7751,99,84,26
7752,71,22,75
7753,12,51,58
7754,58,14,76
7755,92,49,5
7756,85,14,33
7757,1,29,88
7758,88,40,61
7759,49,6,17
7760,26,73,86
7761,91,53,24
7762,23,96,70
7763,62,37,76
7764,73,18,12
7765,8,6,26
7766,80,46,33
7767,44,73,3
7768,98,23,69
7769,17,67,35
7770,3,91,30
7771,53,92,85
7772,92,29,70
7773,36,95,54
7774,2,88,36
7775,19,5,34
7776,3,69,97
7777,61,22,73
7778,17,8,30
7779,44,90,30
7780,6,90,89
7781,46,6,29
7782,63,67,56
7783,41,19,71
7784,43,22,67
7785,55,51,53
7786,72,70,66
7787,7,30,36
7788,17,89,73
7789,76,81,44
7790,56,73,1
7791,38,48,67
7792,69,85,47
7793,87,85,62
7794,85,9,97
7795,3,68,19
7796,10,69,20
7797,35,28,56
7798,54,37,83
7799,32,97,70
7800,64,73,50
7801,73,56,1
7802,95,84,58
7803,66,63,61
7804,99,35,98
7805,23,79,73
7806,20,75,81
7807,31,18,50
7808,78,88,93
7809,57,36,90
7810,59,64,92
7811,81,48,11
7812,7,36,47
7813,59,43,50
7814,63,7,84
7815,93,27,8
7816,54,19,65
7817,75,66,89
7818,62,60,100
7819,18,45,3
7820,22,62,54
7821,26,41,13
7822,41,97,48
7823,46,7,28
7824,61,60,8
7825,49,25,10
7826,36,79,70
7827,38,36,63
7828,92,51,32
7829,61,80,16
7830,72,78,32
7831,26,86,9
7832,89,91,44
7833,98,23,62
7834,2,11,54
7835,22,55,88
7836,98,80,86
7837,28,80,56
7838,30,40,67
7839,47,41,1
7840,92,25,11
7841,28,69,76
7842,27,77,31
7843,14,51,54
7844,64,76,88
7845,59,12,47
7846,5,8,93
7847,16,94,35
7848,8,70,33
7849,48,47,30
7850,38,59,91
7851,99,35,93
7852,53,52,53
7853,8,87,43
7854,80,33,24
7855,78,12,23
7856,84,46,98
7857,47,64,58
7858,61,4,29
7859,9,63,99
7860,66,91,3
7861,21,93,71
7862,95,15,57
7863,19,62,16
7864,94,95,57
7865,41,68,17
7866,48,100,45
7867,19,76,42
7868,98,74,76
7869,75,56,22
7870,48,37,83
7871,67,33,25
7872,3,53,28
7873,92,61,98
7874,8,63,55
7875,61,16,67
7876,12,72,60
7877,18,33,21
7878,58,81,56
7879,35,27,10
7880,88,1,75
7881,4,48,50
7882,51,62,55
7883,56,17,24
7884,83,41,48
7885,21,16,62
7886,56,97,17
7887,69,28,66
7888,14,61,25
7889,19,58,4
7890,9,91,29
7891,58,10,38
7892,32,81,63
7893,100,22,18
7894,80,16,17
7895,72,9,55
7896,58,36,23
7897,94,3,99
7898,92,3,32
7899,8,27,40
7900,19,40,12
7901,53,89,3
7902,69,63,40
7903,64,62,38
7904,34,11,2
7905,90,20,79
7906,50,53,3
7907,60,15,26
7908,71,84,16
7909,67,83,15
7910,99,71,41
7911,25,92,91
7912,8,68,78
7913,62,77,79
7914,73,62,89
7915,57,90,35
7916,33,31,83
7917,5,21,62
7918,67,39,63
7919,24,89,34
7920,51,90,38
7921,43,1,69
7922,22,40,60
7923,70,83,99
7924,58,14,94
7925,75,67,57
7926,66,33,12
7927,66,18,61
7928,91,41,66
7929,7,52,100
7930,91,39,89
7931,33,74,40
7932,78,98,26
7933,2,8,4
7934,48,82,36
7935,78,34,8
7936,35,39,77
7937,49,28,31
7938,20,28,20
7939,10,35,100
7940,27,80,8
7941,30,90,32
7942,61,74,83
7943,7,83,19
7944,41,37,61
7945,86,9,1
7946,40,84,69
7947,6,8,15
7948,32,10,41
7949,4,100,73
7950,42,90,50
7951,65,84,75
7952,12,36,70
7953,89,28,61
7954,21,55,98
7955,57,58,30
7956,48,11,95
7957,1,25,67
7958,64,96,89
7959,60,66,40
7960,55,37,71
7961,100,39,48
7962,95,66,25
7963,93,33,87
7964,50,97,36
7965,16,60,90
7966,27,9,97
7967,18,29,94
7968,72,2,63
7969,62,37,80
7970,33,46,84
7971,13,73,64
7972,31,62,22
7973,53,49,88
7974,7,20,65
7975,40,42,25
7976,75,17,8
7977,26,48,100
7978,23,63,16
7979,73,38,11
7980,51,80,4
7981,19,9,80
7982,12,89,24
7983,14,49,22
7984,54,2,78
7985,30,58,36
7986,32,40,98
7987,26,68,58
7988,85,69,15
7989,6,19,65
7990,29,88,24
7991,64,89,13
7992,16,52,72
7993,78,95,97
7994,51,24,87
7995,87,39,80
7996,17,38,40
7997,93,42,57
7998,40,35,52
7999,30,69,50
8000,36,92,51
8001,43,22,25
8002,80,83,66
8003,74,5,19
8004,69,47,89
8005,15,65,74
8006,96,14,23
8007,27,57,4
8008,24,88,32
8009,84,63,92
8010,60,95,16
8011,60,84,60
8012,6,36,87
8013,20,55,17
8014,90,19,48
8015,58,9,40
8016,78,4,97
8017,51,95,9
8018,86,96,24
8019,65,77,35
8020,25,72,90
8021,53,74,63
8022,87,3,69
8023,79,27,100
8024,28,48,20
8025,1,40,96
8026,40,15,31
8027,67,9,66
8028,72,19,42
8029,26,38,7
8030,34,85,2
8031,62,66,72
8032,42,100,82
8033,34,73,50
